name,time,Air0min,Air0max,T_RDC_PV,Air1min,Air1max,T_1ER_PV,T_Ext_PV,Cloud,T_Depart_PV,EV_3Voies,EV_RDC,EV_1ER,RayM0,RayF0,RayM1,RayF1
Caleyere,1674691552000000000,17.5,17.5,12.5,16.5,16.5,12,-3,8,11,0,0,0,0,0,0,0
Caleyere,1674691852000000000,,,12.5,,,11.5,-3,,11,0,0,0,,,,
Caleyere,1674692153000000000,,,12.5,,,11.5,-3,,11,0,0,0,,,,
Caleyere,1674692453000000000,17.5,17.5,12.5,16.5,16.5,11.5,-3,8,11,0,0,0,0,0,0,0
Caleyere,1674692753000000000,,,12.5,,,11.5,-3,,11,0,0,0,,,,
Caleyere,1674693053000000000,,,12.5,,,11.5,-3,,11,0,0,0,,,,
Caleyere,1674693353000000000,17.5,17.5,12.5,16.5,16.5,11.5,-3,41,11,0,0,0,0,0,0,0
Caleyere,1674693653000000000,,,12.5,,,11.5,-3,,11,0,0,0,,,,
Caleyere,1674693953000000000,,,12,,,11.5,-3,,11,0,0,0,,,,
Caleyere,1674694253000000000,17.5,17.5,12,16.5,16.5,11.5,-3,41,11,0,0,0,0,0,0,0
Caleyere,1674694553000000000,,,12,,,11.5,-3,,11,0,0,0,,,,
Caleyere,1674694854000000000,,,12,,,11.5,-3,,11,0,0,0,,,,
Caleyere,1674695154000000000,17.5,17.5,12,16.5,16.5,11.5,-3,41,11,0,0,0,0,0,0,0
Caleyere,1674695455000000000,,,12,,,11.5,-3,,11,0,0,0,,,,
Caleyere,1674695755000000000,,,12,,,11.5,-4,,11,0,0,0,,,,
Caleyere,1674696055000000000,17.5,17.5,12,16.5,16.5,11.5,-4,41,11,0,0,0,0,0,0,0
Caleyere,1674696355000000000,,,12,,,11.5,-4,,11,0,0,0,,,,
Caleyere,1674696655000000000,,,12,,,11.5,-4,,11,0,0,0,,,,
Caleyere,1674696955000000000,17.5,17.5,12,16.5,16.5,11.5,-3,22,11,0,0,0,0,0,0,0
Caleyere,1674697255000000000,,,12,,,11.5,-4,,11,0,0,0,,,,
Caleyere,1674697555000000000,,,12,,,11.5,-4,,11,0,0,0,,,,
Caleyere,1674697855000000000,17.5,17.5,12,16.5,16.5,11.5,-4,22,11,0,0,0,0,0,0,0
Caleyere,1674698155000000000,,,12,,,11.5,-3,,11,0,0,0,,,,
Caleyere,1674698455000000000,,,12,,,11.5,-3,,11,0,0,0,,,,
Caleyere,1674698755000000000,17.5,17.5,12,16.5,16.5,11.5,-3,22,11,0,0,0,0,0,0,0
Caleyere,1674699056000000000,,,12,,,11.5,-3,,11,0,0,0,,,,
Caleyere,1674699356000000000,,,12,,,11.5,-3,,11,0,0,0,,,,
Caleyere,1674699656000000000,17.5,17.5,12,16.5,16.5,11.5,-3,22,11,0,0,0,0,0,0,0
Caleyere,1674699956000000000,,,12,,,11.5,-3,,11,0,0,0,,,,
Caleyere,1674700256000000000,,,12,,,11.5,-3,,11,0,0,0,,,,
Caleyere,1674700556000000000,17.5,17.5,12,16.5,16.5,11,-4,15,11,0,0,0,0,0,0,0
Caleyere,1674700856000000000,,,12,,,11,-4,,11,0,0,0,,,,
Caleyere,1674701156000000000,,,12,,,11,-4,,11,0,0,0,,,,
Caleyere,1674701456000000000,17.5,17.5,12,16.5,16.5,11,-4,15,11,0,0,0,0,0,0,0
Caleyere,1674701756000000000,,,12,,,11,-4,,11,0,0,0,,,,
Caleyere,1674702056000000000,,,12,,,11,-4,,11,0,0,0,,,,
Caleyere,1674702357000000000,17.5,17.5,12,16.5,16.5,11,-4,15,11,0,0,0,0,0,0,0
Caleyere,1674702657000000000,,,12,,,11,-4,,11,0,0,0,,,,
Caleyere,1674702958000000000,,,12,,,11,-4,,11,0,0,0,,,,
Caleyere,1674703258000000000,17.5,17.5,12,16.5,16.5,11,-4,15,11,0,0,0,0,0,0,0
Caleyere,1674703558000000000,,,12,,,11,-4,,11,0,0,0,,,,
Caleyere,1674703858000000000,,,12,,,11,-4,,11,0,0,0,,,,
Caleyere,1674704158000000000,17.5,17.5,12,16.5,16.5,11,-4,11,11,0,0,0,0,0,0,0
Caleyere,1674704458000000000,,,12,,,11,-4,,11,0,0,0,,,,
Caleyere,1674704758000000000,,,12,,,11,-4,,11,0,0,0,,,,
Caleyere,1674705058000000000,17.5,17.5,12,16.5,16.5,11,-4,11,11,0,0,0,0,0,0,0
Caleyere,1674705359000000000,,,12,,,11,-4,,11,0,0,0,,,,
Caleyere,1674705659000000000,,,12,,,11,-5,,11,0,0,0,,,,
Caleyere,1674705959000000000,17.5,17.5,12,16.5,16.5,11,-5,11,11,0,0,0,0,0,0,0
Caleyere,1674706259000000000,,,12,,,11,-5,,11,0,0,0,,,,
Caleyere,1674706559000000000,,,12,,,11,-5,,11,0,0,0,,,,
Caleyere,1674706859000000000,17.5,17.5,12,16.5,16.5,11,-5,11,11,0,0,0,0,0,0,0
Caleyere,1674707159000000000,,,12,,,11,-5,,11,0,0,0,,,,
Caleyere,1674707460000000000,,,12,,,11,-5,,11,0,0,0,,,,
Caleyere,1674707760000000000,17.5,17.5,12,16.5,16.5,11,-5,10,11,0,0,0,0,0,0,0
Caleyere,1674708060000000000,,,12,,,11,-5,,11,0,0,0,,,,
Caleyere,1674708360000000000,,,11.5,,,11,-5,,11,0,0,0,,,,
Caleyere,1674708660000000000,17.5,17.5,11.5,16.5,16.5,11,-5,10,11,0,0,0,0,0,0,0
Caleyere,1674708960000000000,,,11.5,,,11,-5,,11,0,0,0,,,,
Caleyere,1674709260000000000,,,11.5,,,11,-5,,11,0,0,0,,,,
Caleyere,1674709560000000000,17.5,17.5,11.5,16.5,16.5,11,-5,10,11,0,0,0,0,0,0,0
Caleyere,1674709860000000000,,,11.5,,,11,-5,,11,0,0,0,,,,
Caleyere,1674710160000000000,,,11.5,,,11,-4,,11,0,0,0,,,,
Caleyere,1674710460000000000,17.5,17.5,11.5,16.5,16.5,11,-4,10,11,0,0,0,0,0,0,0
Caleyere,1674710760000000000,,,11.5,,,11,-4,,11,0,0,0,,,,
Caleyere,1674711060000000000,,,11.5,,,11,-4,,11,0,0,0,,,,
Caleyere,1674711360000000000,17.5,17.5,11.5,16.5,16.5,11,-5,12,11,0,0,0,0,0,0,0
Caleyere,1674711660000000000,,,11.5,,,11,-5,,11,0,0,0,,,,
Caleyere,1674711960000000000,,,11.5,,,11,-5,,11,0,0,0,,,,
Caleyere,1674712260000000000,17.5,17.5,11.5,16.5,16.5,11,-5,12,11,0,0,0,0,0,0,0
Caleyere,1674712560000000000,,,11.5,,,11,-5,,11,0,0,0,,,,
Caleyere,1674712860000000000,,,11.5,,,11,-5,,11,0,0,0,,,,
Caleyere,1674713160000000000,17.5,17.5,11.5,16.5,16.5,11,-5,12,11,0,0,0,0,0,0,0
Caleyere,1674713760000000000,,,11.5,,,10.5,-5,,11,0,0,0,,,,
Caleyere,1674714060000000000,17.5,17.5,11.5,16.5,16.5,10.5,-5,8,11,0,0,0,0,0,0,0
Caleyere,1674714360000000000,,,11.5,,,10.5,-5,,11,0,0,0,,,,
Caleyere,1674714660000000000,,,11.5,,,10.5,-5,,11,0,0,0,,,,
Caleyere,1674714960000000000,17.5,17.5,11.5,16.5,16.5,10.5,-5,82,11,0,0,0,0,0,0,0
Caleyere,1674715260000000000,,,11.5,,,10.5,-5,,11,0,0,0,,,,
Caleyere,1674715561000000000,,,11.5,,,10.5,-5,,11,0,0,0,,,,
Caleyere,1674715861000000000,17.5,17.5,11.5,16.5,16.5,10.5,-5,34,11,0,0,0,0,0,0,0
Caleyere,1674716161000000000,,,11.5,,,10.5,-5,,11,0,0,0,,,,
Caleyere,1674716461000000000,,,11.5,,,10.5,-5,,11,0,0,0,,,,
Caleyere,1674716762000000000,17.5,17.5,11.5,16.5,16.5,10.5,-5,34,11,0,0,0,0,0,0,0
Caleyere,1674717062000000000,,,11.5,,,10.5,-5,,11,0,0,0,,,,
Caleyere,1674717362000000000,,,11.5,,,10.5,-5,,11,0,0,0,,,,
Caleyere,1674717663000000000,17.5,17.5,11.5,16.5,16.5,10.5,-5,34,11,0,0,0,0,0,0,0
Caleyere,1674717964000000000,,,11.5,,,10.5,-5,,11,0,0,0,,,,
Caleyere,1674718264000000000,,,11.5,,,10.5,-5,,11,0,0,0,,,,
Caleyere,1674718564000000000,17.5,17.5,11.5,16.5,16.5,10.5,-5,25,11,0,0,0,0,0,0,0
Caleyere,1674718864000000000,,,11.5,,,10.5,-5,,11,0,0,0,,,,
Caleyere,1674719164000000000,,,11.5,,,10.5,-5,,11,0,0,0,,,,
Caleyere,1674719464000000000,17.5,17.5,11.5,16.5,16.5,10.5,-5,25,11,0,0,0,0,0,0,0
Caleyere,1674719764000000000,,,11.5,,,10.5,-5,,11,0,0,0,,,,
Caleyere,1674720064000000000,,,11.5,,,10.5,-5,,11,0,0,0,,,,
Caleyere,1674720364000000000,17.5,17.5,11.5,16.5,16.5,10.5,-5,25,11,0,0,0,0,0,0,0
Caleyere,1674720664000000000,,,11.5,,,10.5,-5,,11,0,0,0,,,,
Caleyere,1674720964000000000,,,11.5,,,10.5,-5,,11,0,0,0,,,,
Caleyere,1674721265000000000,17.5,17.5,11.5,16.5,16.5,10.5,-4,25,11,0,0,0,0,0,0,0
Caleyere,1674721565000000000,,,11.5,,,10.5,-4,,11,0,0,0,,,,
Caleyere,1674721865000000000,,,11.5,,,10.5,-4,,11,0,0,0,,,,
Caleyere,1674722165000000000,17.5,17.5,11.5,16.5,16.5,10.5,-4,19,11,0,0,0,0,0,0,0
Caleyere,1674722465000000000,,,11.5,,,10.5,-4,,11,0,0,0,,,,
Caleyere,1674722765000000000,,,11.5,,,10.5,-4,,11,0,0,0,,,,
Caleyere,1674723065000000000,17.5,17.5,11.5,16.5,16.5,10.5,-3,19,11,0,0,0,0,0,0,0
Caleyere,1674723365000000000,,,11.5,,,10.5,-3,,11,0,0,0,,,,
Caleyere,1674723665000000000,,,11.5,,,10.5,-3,,11,0,0,0,,,,
Caleyere,1674723965000000000,17.5,17.5,11.5,16.5,16.5,10.5,-3,19,11,0,0,0,0,0,0,0
Caleyere,1674724265000000000,,,11.5,,,10.5,-3,,11,0,0,0,,,,
Caleyere,1674724565000000000,,,11.5,,,10.5,-3,,11,0,0,0,,,,
Caleyere,1674724865000000000,17.5,17.5,11.5,16.5,16.5,10.5,-3,19,11,0,0,0,25.91,147.53,20.11,66.92
Caleyere,1674725165000000000,,,11.5,,,10.5,-3,,11,0,0,0,,,,
Caleyere,1674725465000000000,,,11.5,,,10.5,-3,,11,0,0,0,,,,
Caleyere,1674725765000000000,17.5,17.5,11.5,16.5,16.5,10.5,-3,16,11,0,0,0,34.16,189.42,29.3,94.76
Caleyere,1674726065000000000,,,11.5,,,11,-3,,11,0,0,0,,,,
Caleyere,1674726365000000000,,,11.5,,,11,-3,,11,0,0,0,,,,
Caleyere,1674726665000000000,17.5,17.5,11.5,16.5,16.5,11,-2,16,11,0,0,0,42.03,226.34,36.81,119.76
Caleyere,1674726965000000000,,,11.5,,,11,-2,,11,0,0,0,,,,
Caleyere,1674727265000000000,,,11.5,,,11,-2,,11,0,0,0,,,,
Caleyere,1674727565000000000,17.5,17.5,11.5,16.5,16.5,11,-2,16,11,0,0,0,49.43,292.6,43.23,143.29
Caleyere,1674727865000000000,,,12,,,11,-2,,11,0,0,0,,,,
Caleyere,1674728166000000000,,,12,,,11,-1,,11,0,0,0,,,,
Caleyere,1674728466000000000,17.5,17.5,12,16.5,16.5,11,-1,16,11,0,0,0,56.33,377.97,48.35,164.71
Caleyere,1674728766000000000,,,12,,,11,-1,,11,0,0,0,,,,
Caleyere,1674729066000000000,,,12,,,11,-1,,11,0,0,0,,,,
Caleyere,1674729366000000000,17.5,17.5,12,16.5,16.5,11,-1,14,11,0,0,0,63.43,476.02,53.81,188.45
Caleyere,1674729666000000000,,,12,,,11,-1,,11,0,0,0,,,,
Caleyere,1674729966000000000,,,12,,,11,0,,11,0,0,0,,,,
Caleyere,1674730266000000000,17.5,17.5,12,16.5,16.5,11,0,14,11,0,0,0,69.6,545.89,57.6,205.12
Caleyere,1674730566000000000,,,12,,,11,0,,11,0,0,0,,,,
Caleyere,1674730866000000000,,,12,,,11,0,,11,0,0,0,,,,
Caleyere,1674731166000000000,17.5,17.5,12,16.5,16.5,11.5,0,14,11,0,0,0,76.49,594.75,60.68,219.3
Caleyere,1674731466000000000,,,12,,,11.5,1,,11,0,0,0,,,,
Caleyere,1674731767000000000,,,12.5,,,11.5,1,,11,0,0,0,,,,
Caleyere,1674732067000000000,17.5,17.5,12.5,16.5,16.5,11.5,1,14,10.5,0,0,0,82.97,634.23,64.26,225.45
Caleyere,1674732367000000000,,,12.5,,,11.5,1,,11,0,0,0,,,,
Caleyere,1674732667000000000,,,12.5,,,11.5,1,,11,0,0,0,,,,
Caleyere,1674732967000000000,17.5,17.5,12.5,16.5,16.5,11.5,2,13,11,0,0,0,89.98,675.06,68.35,229.72
Caleyere,1674733267000000000,,,12.5,,,11.5,2,,11,0,0,0,,,,
Caleyere,1674733567000000000,,,12.5,,,11.5,2,,11,0,0,0,,,,
Caleyere,1674733867000000000,17.5,17.5,12.5,16.5,16.5,11.5,2,13,11,0,0,0,95.83,702.91,71.32,229.16
Caleyere,1674734167000000000,,,12.5,,,12,2,,11,0,0,0,,,,
Caleyere,1674734467000000000,,,13,,,12,2,,11,0,0,0,,,,
Caleyere,1674734767000000000,17.5,17.5,13,16.5,16.5,12,2,13,11,0,0,0,101.29,735.84,73.43,226.35
Caleyere,1674735068000000000,,,13,,,12,2,,11,0,0,0,,,,
Caleyere,1674735368000000000,,,13,,,12,2,,11,0,0,0,,,,
Caleyere,1674735668000000000,17.5,17.5,13,16.5,16.5,12,2,13,11,0,0,0,106.15,790.88,74.96,232.14
Caleyere,1674735968000000000,,,13,,,12,3,,11,0,0,0,,,,
Caleyere,1674736268000000000,,,13,,,12,3,,11,0,0,0,,,,
Caleyere,1674736569000000000,17.5,17.5,13.5,16.5,16.5,12.5,3,3,11,0,0,0,119.59,947.73,83.23,274.15
Caleyere,1674736869000000000,,,13.5,,,12.5,3,,11,0,0,0,,,,
Caleyere,1674737169000000000,,,13.5,,,12.5,3,,11,0,0,0,,,,
Caleyere,1674737469000000000,17.5,17.5,13.5,16.5,16.5,12.5,3,3,11,0,0,0,122.91,1022.72,83.61,297.79
Caleyere,1674737769000000000,,,13.5,,,12.5,3,,11,0,0,0,,,,
Caleyere,1674738069000000000,,,13.5,,,12.5,3,,11,0,0,0,,,,
Caleyere,1674738370000000000,17.5,17.5,14,16.5,16.5,12.5,3,3,11,0,0,0,125.31,1108.32,83.34,318.68
Caleyere,1674738671000000000,,,14,,,13,4,,11,0,0,0,,,,
Caleyere,1674738971000000000,,,14,,,13,4,,11,0,0,0,,,,
Caleyere,1674739271000000000,17.5,17.5,14,16.5,16.5,13,4,3,11,0,0,0,126.88,1196.13,82.52,337.45
Caleyere,1674739571000000000,,,14,,,13,4,,11,0,0,0,,,,
Caleyere,1674739872000000000,,,14,,,13,4,,11,0,0,0,,,,
Caleyere,1674740172000000000,17.5,17.5,14,16.5,16.5,13.5,4,2,11,0,0,0,129.12,1266.89,82.18,354.15
Caleyere,1674740472000000000,,,14.5,,,13.5,4,,11,0,0,0,,,,
Caleyere,1674740772000000000,,,14.5,,,13.5,4,,11,0,0,0,,,,
Caleyere,1674741072000000000,17.5,17.5,14.5,16.5,16.5,13.5,4,2,11,0,0,0,129.65,1298.6,80.64,364.02
Caleyere,1674741372000000000,,,14.5,,,13.5,4,,11,0,0,0,,,,
Caleyere,1674741672000000000,,,14.5,,,13.5,4,,11,0,0,0,,,,
Caleyere,1674741972000000000,17.5,17.5,14.5,16.5,16.5,13.5,4,2,11,0,0,0,130.21,1305.43,78.54,371.81
Caleyere,1674742272000000000,,,15,,,14,4,,11,0,0,0,,,,
Caleyere,1674742573000000000,,,15,,,14,4,,11,0,0,0,,,,
Caleyere,1674742873000000000,17.5,17.5,15,16.5,16.5,14,4,2,11,0,0,0,129.63,1302.2,76.89,376.11
Caleyere,1674743173000000000,,,15,,,14,4,,11,0,0,0,,,,
Caleyere,1674743473000000000,,,15,,,14,4,,11,0,0,0,,,,
Caleyere,1674743773000000000,17.5,17.5,15.5,16.5,16.5,14,4,1,11,0,0,0,129.27,1312.16,76.03,378.83
Caleyere,1674744073000000000,,,15.5,,,14,4,,11,0,0,0,,,,
Caleyere,1674744373000000000,,,15.5,,,14,4,,11,0,0,0,,,,
Caleyere,1674744674000000000,17.5,17.5,15.5,16.5,16.5,14,4,1,11,0,0,0,125.7,1291.9,74.71,373.8
Caleyere,1674744974000000000,,,15.5,,,14,4,,11,0,0,0,,,,
Caleyere,1674745274000000000,,,15.5,,,14,4,,11,0,0,0,,,,
Caleyere,1674745574000000000,17.5,17.5,16,16.5,16.5,14.5,4,1,11,0,0,0,120.65,1255.95,73.17,366.43
Caleyere,1674745874000000000,,,16,,,14.5,4,,11,0,0,0,,,,
Caleyere,1674746174000000000,,,15.5,,,14.5,4,,11,0,0,0,,,,
Caleyere,1674746474000000000,17.5,17.5,15.5,16.5,16.5,14.5,4,1,11,0,0,0,114.27,1206.7,70.55,356.85
Caleyere,1674746774000000000,,,15.5,,,14.5,4,,11,0,0,0,,,,
Caleyere,1674747074000000000,,,15.5,,,14.5,3,,11,0,0,0,,,,
Caleyere,1674747374000000000,17.5,17.5,15.5,16.5,16.5,14.5,3,1,11,0,0,0,106.46,1139.52,66.91,345.41
Caleyere,1674747674000000000,,,15.5,,,14.5,3,,11,0,0,0,,,,
Caleyere,1674747974000000000,,,15.5,,,14.5,3,,11,0,0,0,,,,
Caleyere,1674748274000000000,17.5,17.5,15.5,16.5,16.5,14.5,3,1,11,0,0,0,97.06,1054.57,62.15,335.9
Caleyere,1674748574000000000,,,15,,,14.5,2,,11,0,0,0,,,,
Caleyere,1674748874000000000,,,15,,,14.5,2,,11,0,0,0,,,,
Caleyere,1674749174000000000,17.5,17.5,15,16.5,16.5,14.5,2,1,11,0,0,0,86.14,943.57,56.14,313.89
Caleyere,1674749474000000000,,,15,,,14,2,,11,0,0,0,,,,
Caleyere,1674749774000000000,,,15,,,14,2,,11,0,0,0,,,,
Caleyere,1674750074000000000,17.5,17.5,15,16.5,16.5,14,1,1,11,0,0,0,73.48,807.13,48.78,277.66
Caleyere,1674750374000000000,,,15,,,14,1,,11,0,0,0,,,,
Caleyere,1674750674000000000,,,14.5,,,14,0,,11,0,0,0,,,,
Caleyere,1674750974000000000,17.5,17.5,14.5,16.5,16.5,14,0,6,11,0,0,0,52.71,540.97,35.51,191.33
Caleyere,1674751274000000000,,,14.5,,,14,0,,11,0,0,0,,,,
Caleyere,1674751574000000000,,,14.5,,,14,0,,11,0,0,0,,,,
Caleyere,1674751874000000000,17.5,17.5,14.5,16.5,16.5,14,-1,6,11,0,0,0,38.33,372.92,26.22,134.78
Caleyere,1674752174000000000,,,14.5,,,14,-1,,11,0,0,0,,,,
Caleyere,1674752475000000000,,,14.5,,,14,-1,,11,0,0,0,,,,
Caleyere,1674752775000000000,17.5,17.5,14.5,16.5,16.5,13.5,-1,6,11,0,0,0,24.32,209.13,16.61,77.72
Caleyere,1674753075000000000,,,14,,,13.5,-1,,10.5,0,0,0,,,,
Caleyere,1674753375000000000,,,14,,,13.5,-1,,11,0,0,0,,,,
Caleyere,1674753676000000000,17.5,17.5,14,16.5,16.5,13.5,-1,6,11,0,0,0,12.88,87.37,8.53,33.97
Caleyere,1674753976000000000,,,14,,,13.5,-1,,11,0,0,0,,,,
Caleyere,1674754276000000000,,,14,,,13.5,-2,,10.5,0,0,0,,,,
Caleyere,1674754576000000000,17.5,17.5,14,16.5,16.5,13.5,-1,11,11,0,0,0,5.31,31.27,3.44,12.49
Caleyere,1674754876000000000,,,14,,,13.5,-2,,11,0,0,0,,,,
Caleyere,1674755176000000000,,,14,,,13,-2,,11,0,0,0,,,,
Caleyere,1674755476000000000,17.5,17.5,14,16.5,16.5,13,-2,11,11,0,0,0,0,0,0,0
Caleyere,1674755776000000000,,,14,,,13,-2,,11,0,0,0,,,,
Caleyere,1674756076000000000,,,14,,,13,-2,,10.5,0,0,0,,,,
Caleyere,1674756376000000000,17.5,17.5,14,16.5,16.5,13,-2,11,10.5,0,0,0,0,0,0,0
Caleyere,1674756676000000000,,,13.5,,,13,-2,,10.5,0,0,0,,,,
Caleyere,1674756976000000000,,,13.5,,,13,-2,,10.5,0,0,0,,,,
Caleyere,1674757276000000000,17.5,17.5,13.5,16.5,16.5,13,-3,11,10.5,0,0,0,0,0,0,0
Caleyere,1674757576000000000,,,13.5,,,13,-3,,11,0,0,0,,,,
Caleyere,1674757876000000000,,,13.5,,,13,-3,,10.5,0,0,0,,,,
Caleyere,1674758176000000000,17.5,17.5,13.5,16.5,16.5,13,-3,32,10.5,0,0,0,0,0,0,0
Caleyere,1674758476000000000,,,13.5,,,13,-3,,11,0,0,0,,,,
Caleyere,1674758776000000000,,,13.5,,,13,-3,,10.5,0,0,0,,,,
Caleyere,1674759076000000000,17.5,17.5,13.5,16.5,16.5,13,-3,32,10.5,0,0,0,0,0,0,0
Caleyere,1674759377000000000,,,13.5,,,13,-3,,10.5,0,0,0,,,,
Caleyere,1674759677000000000,,,13.5,,,12.5,-3,,10.5,0,0,0,,,,
Caleyere,1674759977000000000,17.5,17.5,13,16.5,16.5,12.5,-3,32,10.5,0,0,0,0,0,0,0
Caleyere,1674760277000000000,,,13,,,12.5,-3,,10.5,0,0,0,,,,
Caleyere,1674760577000000000,,,13,,,12.5,-3,,10.5,0,0,0,,,,
Caleyere,1674760877000000000,17.5,17.5,13,16.5,16.5,12.5,-3,32,10.5,0,0,0,0,0,0,0
Caleyere,1674761177000000000,,,13,,,12.5,-4,,10.5,0,0,0,,,,
Caleyere,1674761477000000000,,,13,,,12.5,-4,,10.5,0,0,0,,,,
Caleyere,1674761777000000000,17.5,17.5,13,16.5,16.5,12.5,-4,17,10.5,0,0,0,0,0,0,0
Caleyere,1674762077000000000,,,13,,,12.5,-4,,10.5,0,0,0,,,,
Caleyere,1674762377000000000,,,13,,,12.5,-4,,10.5,0,0,0,,,,
Caleyere,1674762677000000000,17.5,17.5,13,16.5,16.5,12.5,-4,17,10.5,0,0,0,0,0,0,0
Caleyere,1674762977000000000,,,13,,,12.5,-4,,10.5,0,0,0,,,,
Caleyere,1674763277000000000,,,13,,,12.5,-4,,10.5,0,0,0,,,,
Caleyere,1674763577000000000,17.5,17.5,13,16.5,16.5,12.5,-4,17,10.5,0,0,0,0,0,0,0
Caleyere,1674763877000000000,,,13,,,12.5,-4,,10.5,0,0,0,,,,
Caleyere,1674764177000000000,,,13,,,12.5,-4,,10.5,0,0,0,,,,
Caleyere,1674764477000000000,17.5,17.5,13,16.5,16.5,12.5,-4,17,10.5,0,0,0,0,0,0,0
Caleyere,1674764777000000000,,,13,,,12,-4,,10.5,0,0,0,,,,
Caleyere,1674765077000000000,,,13,,,12,-4,,10.5,0,0,0,,,,
Caleyere,1674765377000000000,17.5,17.5,13,16.5,16.5,12,-4,11,10.5,0,0,0,0,0,0,0
Caleyere,1674765677000000000,,,12.5,,,12,-4,,10.5,0,0,0,,,,
Caleyere,1674765977000000000,,,12.5,,,12,-4,,10.5,0,0,0,,,,
Caleyere,1674766277000000000,17.5,17.5,12.5,16.5,16.5,12,-4,11,10.5,0,0,0,0,0,0,0
Caleyere,1674766577000000000,,,12.5,,,12,-4,,10.5,0,0,0,,,,
Caleyere,1674766877000000000,,,12.5,,,12,-4,,10.5,0,0,0,,,,
Caleyere,1674767178000000000,17.5,17.5,12.5,16.5,16.5,12,-4,11,10.5,0,0,0,0,0,0,0
Caleyere,1674767478000000000,,,12.5,,,12,-4,,10.5,0,0,0,,,,
Caleyere,1674767778000000000,,,12.5,,,12,-4,,10.5,0,0,0,,,,
Caleyere,1674768078000000000,17.5,17.5,12.5,16.5,16.5,12,-4,11,10.5,0,0,0,0,0,0,0
Caleyere,1674768378000000000,,,12.5,,,12,-4,,10.5,0,0,0,,,,
Caleyere,1674768678000000000,,,12.5,,,12,-5,,10.5,0,0,0,,,,
Caleyere,1674768978000000000,17.5,17.5,12.5,16.5,16.5,12,-5,9,10.5,0,0,0,0,0,0,0
Caleyere,1674769278000000000,,,12.5,,,12,-5,,10.5,0,0,0,,,,
Caleyere,1674769578000000000,,,12.5,,,12,-5,,10.5,0,0,0,,,,
Caleyere,1674769878000000000,17.5,17.5,12.5,16.5,16.5,12,-5,9,10.5,0,0,0,0,0,0,0
Caleyere,1674770178000000000,,,12.5,,,12,-5,,10.5,0,0,0,,,,
Caleyere,1674770478000000000,,,12.5,,,12,-5,,10.5,0,0,0,,,,
Caleyere,1674770778000000000,17.5,17.5,12.5,16.5,16.5,12,-4,9,10.5,0,0,0,0,0,0,0
Caleyere,1674771078000000000,,,12.5,,,12,-5,,10.5,0,0,0,,,,
Caleyere,1674771378000000000,,,12.5,,,11.5,-5,,10.5,0,0,0,,,,
Caleyere,1674771678000000000,17.5,17.5,12.5,16.5,16.5,11.5,-5,9,10.5,0,0,0,0,0,0,0
Caleyere,1674771978000000000,,,12.5,,,11.5,-5,,10.5,0,0,0,,,,
Caleyere,1674772278000000000,,,12.5,,,11.5,-5,,10.5,0,0,0,,,,
Caleyere,1674772578000000000,17.5,17.5,12.5,16.5,16.5,11.5,-5,7,10.5,0,0,0,0,0,0,0
Caleyere,1674772879000000000,,,12.5,,,11.5,-5,,10.5,0,0,0,,,,
Caleyere,1674773179000000000,,,12.5,,,11.5,-5,,10.5,0,0,0,,,,
Caleyere,1674773479000000000,17.5,17.5,12.5,16.5,16.5,11.5,-5,7,10.5,0,0,0,0,0,0,0
Caleyere,1674773779000000000,,,12.5,,,11.5,-5,,10.5,0,0,0,,,,
Caleyere,1674774079000000000,,,12.5,,,11.5,-5,,10.5,0,0,0,,,,
Caleyere,1674774379000000000,17.5,17.5,12.5,16.5,16.5,11.5,-5,7,10.5,0,0,0,0,0,0,0
Caleyere,1674774679000000000,,,12,,,11.5,-5,,10.5,0,0,0,,,,
Caleyere,1674774979000000000,,,12,,,11.5,-5,,10.5,0,0,0,,,,
Caleyere,1674775279000000000,17.5,17.5,12,16.5,16.5,11.5,-5,7,10.5,0,0,0,0,0,0,0
Caleyere,1674775579000000000,,,12,,,11.5,-5,,10.5,0,0,0,,,,
Caleyere,1674775880000000000,,,12,,,11.5,-5,,10.5,0,0,0,,,,
Caleyere,1674776180000000000,17.5,17.5,12,16.5,16.5,11.5,-5,6,10.5,0,0,0,0,0,0,0
Caleyere,1674776480000000000,,,12,,,11.5,-5,,10.5,0,0,0,,,,
Caleyere,1674776780000000000,,,12,,,11.5,-5,,10.5,0,0,0,,,,
Caleyere,1674777081000000000,17.5,17.5,12,16.5,16.5,11.5,-5,6,10.5,0,0,0,0,0,0,0
Caleyere,1674777381000000000,,,12,,,11.5,-5,,10.5,0,0,0,,,,
Caleyere,1674777681000000000,,,12,,,11.5,-6,,10.5,0,0,0,,,,
Caleyere,1674777981000000000,17.5,17.5,12,16.5,16.5,11.5,-5,6,10.5,0,0,0,0,0,0,0
Caleyere,1674778281000000000,,,12,,,11.5,-6,,10.5,0,0,0,,,,
Caleyere,1674778581000000000,,,12,,,11,-5,,10.5,0,0,0,,,,
Caleyere,1674778881000000000,17.5,17.5,12,16.5,16.5,11,-6,6,10.5,0,0,0,0,0,0,0
Caleyere,1674779181000000000,,,12,,,11,-5,,10.5,0,0,0,,,,
Caleyere,1674779481000000000,,,12,,,11,-5,,10.5,0,0,0,,,,
Caleyere,1674779781000000000,17.5,17.5,12,16.5,16.5,11,-6,2,10.5,0,0,0,0,0,0,0
Caleyere,1674780081000000000,,,12,,,11,-6,,10.5,0,0,0,,,,
