,time,Air0min,Air0max,T_RDC_PV,Air1min,Air1max,T_1ER_PV,T_Ext_PV,Cloud,T_Depart_PV,EV_3Voies,EV_RDC,EV_1ER,RayM0,RayF0,RayM1,RayF1,date,yday,total_sec,cyclic_yday_cos,cyclic_yday_sin,cyclic_sec_cos,cyclic_sec_sin
16,1674705959000000000,-0.3741496145361152,-1.4676441395910456,-2.709960085877316,16.5,16.5,11.0,-1.5396913333519209,-0.43715293055657256,11.0,0,-1.1455969740053689,0,0.0,0.0,0.0,0.0,2023-01-26 05:05:59,26,18359.0,0.901501684131884,0.4327755925504312,0.23351607597463175,0.9723529412005756
17,1674706859000000000,-0.3741496145361152,-1.4676441395910456,-2.709960085877316,16.5,16.5,11.0,-1.5396913333519209,-0.43715293055657256,11.0,0,-1.1455969740053689,0,0.0,0.0,0.0,0.0,2023-01-26 05:20:59,26,19259.0,0.901501684131884,0.4327755925504312,0.1694211750602991,0.9855437410085802
18,1674707760000000000,-0.3741496145361152,-1.4676441395910456,-2.709960085877316,16.5,16.5,11.0,-1.5396913333519209,-0.46797017067635194,11.0,0,-1.1455969740053689,0,0.0,0.0,0.0,0.0,2023-01-26 05:36:00,26,20160.0,0.901501684131884,0.4327755925504312,0.10452846326765346,0.9945218953682733
19,1674708660000000000,-0.3741496145361152,-1.4676441395910456,-2.8805987274247196,16.5,16.5,11.0,-1.5396913333519209,-0.46797017067635194,11.0,0,-1.1455969740053689,0,0.0,0.0,0.0,0.0,2023-01-26 05:51:00,26,21060.0,0.901501684131884,0.4327755925504312,0.039259815759068666,0.9992290362407229
20,1674709560000000000,-0.3741496145361152,-1.4676441395910456,-2.8805987274247196,16.5,16.5,11.0,-1.5396913333519209,-0.46797017067635194,11.0,0,-1.1455969740053689,0,0.0,0.0,0.0,0.0,2023-01-26 06:06:00,26,21960.0,0.901501684131884,0.4327755925504312,-0.026176948307873017,0.9996573249755573
21,1674710460000000000,-0.3741496145361152,-1.4676441395910456,-2.8805987274247196,16.5,16.5,11.0,-1.3428435143141604,-0.46797017067635194,11.0,0,-1.1455969740053689,0,0.0,0.0,0.0,0.0,2023-01-26 06:21:00,26,22860.0,0.901501684131884,0.4327755925504312,-0.0915016186634024,0.9958049275746618
22,1674711360000000000,-0.3741496145361152,-1.4676441395910456,-2.8805987274247196,16.5,16.5,11.0,-1.5396913333519209,-0.4063356904367932,11.0,0,-1.1455969740053689,0,0.0,0.0,0.0,0.0,2023-01-26 06:36:00,26,23760.0,0.901501684131884,0.4327755925504312,-0.15643446504023104,0.9876883405951377
23,1674712260000000000,-0.3741496145361152,-1.4676441395910456,-2.8805987274247196,16.5,16.5,11.0,-1.5396913333519209,-0.4063356904367932,11.0,0,-1.1455969740053689,0,0.0,0.0,0.0,0.0,2023-01-26 06:51:00,26,24660.0,0.901501684131884,0.4327755925504312,-0.22069743502150094,0.9753423205085128
24,1674713160000000000,-0.3741496145361152,-1.4676441395910456,-2.8805987274247196,16.5,16.5,11.0,-1.5396913333519209,-0.4063356904367932,11.0,0,-1.1455969740053689,0,0.0,0.0,0.0,0.0,2023-01-26 07:06:00,26,25560.0,0.901501684131884,0.4327755925504312,-0.28401534470392265,0.958819734868193
25,1674714060000000000,-0.3741496145361152,-1.4676441395910456,-2.8805987274247196,16.5,16.5,10.5,-1.5396913333519209,-0.5296046509159107,11.0,0,-1.1455969740053689,0,0.0,0.0,0.0,0.0,2023-01-26 07:21:00,26,26460.0,0.901501684131884,0.4327755925504312,-0.34611705707749313,0.938191335922484
26,1674714960000000000,-0.3741496145361152,-1.4676441395910456,-2.8805987274247196,16.5,16.5,10.5,-1.5396913333519209,1.7508711179477627,11.0,0,-1.1455969740053689,0,0.0,0.0,0.0,0.0,2023-01-26 07:36:00,26,27360.0,0.901501684131884,0.4327755925504312,-0.4067366430758001,0.913545457642601
27,1674715861000000000,-0.3741496145361152,-1.4676441395910456,-2.8805987274247196,16.5,16.5,10.5,-1.5396913333519209,0.27164359219835293,11.0,0,-1.1455969740053689,0,0.0,0.0,0.0,0.0,2023-01-26 07:51:01,26,28261.0,0.901501684131884,0.4327755925504312,-0.4656788772109924,0.8849537746795081
28,1674716762000000000,-0.3741496145361152,-1.4676441395910456,-2.8805987274247196,16.5,16.5,10.5,-1.5396913333519209,0.27164359219835293,11.0,0,-1.1455969740053689,0,0.0,0.0,0.0,0.0,2023-01-26 08:06:02,26,29162.0,0.901501684131884,0.4327755925504312,-0.5226225706740701,0.8525641610002302
29,1674717663000000000,-0.3741496145361152,-1.4676441395910456,-2.8805987274247196,16.5,16.5,10.5,-1.5396913333519209,0.27164359219835293,11.0,0,-1.1455969740053689,0,0.0,0.0,0.0,0.0,2023-01-26 08:21:03,26,30063.0,0.901501684131884,0.4327755925504312,-0.5773233398501102,0.8165156221801969
30,1674718564000000000,-0.3741496145361152,-1.4676441395910456,-2.8805987274247196,16.5,16.5,10.5,-1.5396913333519209,-0.0057115688796613995,11.0,0,-1.1455969740053689,0,0.0,0.0,0.0,0.0,2023-01-26 08:36:04,26,30964.0,0.901501684131884,0.4327755925504312,-0.6295464270179781,0.7769628666988516
31,1674719464000000000,-0.3741496145361152,-1.4676441395910456,-2.8805987274247196,16.5,16.5,10.5,-1.5396913333519209,-0.0057115688796613995,11.0,0,-1.1455969740053689,0,0.0,0.0,0.0,0.0,2023-01-26 08:51:04,26,31864.0,0.901501684131884,0.4327755925504312,-0.6790143225705971,0.7341250232378631
32,1674720364000000000,-0.3741496145361152,-1.4676441395910456,-2.8805987274247196,16.5,16.5,10.5,-1.5396913333519209,-0.0057115688796613995,11.0,0,-1.1455969740053689,0,0.0,0.0,0.0,0.0,2023-01-26 09:06:04,26,32764.0,0.901501684131884,0.4327755925504312,-0.7255745745497938,0.6881435437224458
33,1674721265000000000,-0.3741496145361152,-1.4676441395910456,-2.8805987274247196,16.5,16.5,10.5,-1.3428435143141604,-0.0057115688796613995,11.0,0,-1.1455969740053689,0,0.0,0.0,0.0,0.0,2023-01-26 09:21:05,26,33665.0,0.901501684131884,0.4327755925504312,-0.7690742878254129,0.6391594009367569
34,1674722165000000000,-0.3741496145361152,-1.4676441395910456,-2.8805987274247196,16.5,16.5,10.5,-1.3428435143141604,-0.1906150095983376,11.0,0,-1.1455969740053689,0,0.0,0.0,0.0,0.0,2023-01-26 09:36:05,26,34565.0,0.901501684131884,0.4327755925504312,-0.8092306656380898,0.5874910465623575
35,1674723065000000000,-0.3741496145361152,-1.4676441395910456,-2.8805987274247196,16.5,16.5,10.5,-1.1459956952764,-0.1906150095983376,11.0,0,-1.1455969740053689,0,0.0,0.0,0.0,0.0,2023-01-26 09:51:05,26,35465.0,0.901501684131884,0.4327755925504312,-0.8459217935051525,0.5333069653333117
36,1674723965000000000,-0.3741496145361152,-1.4676441395910456,-2.8805987274247196,16.5,16.5,10.5,-1.1459956952764,-0.1906150095983376,11.0,0,-1.1455969740053689,0,0.0,0.0,0.0,0.0,2023-01-26 10:06:05,26,36365.0,0.901501684131884,0.4327755925504312,-0.8789905543841497,0.47683918180393386
